Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
Ambikapur,Ambikapur,Surguja,Chhattisgarh,East,497001,Type B PL
Chhatarpur,Chhatarpur,Chhatarpur,Madhya Pradesh,West,471001,Type B PL
Hoshangabad,Hoshangabad,Hoshangabad,Madhya Pradesh,West,461001,Type A PL
Amaravati,Amravati,Amravati,Maharashtra,West,444601,Type B PL
"Unjha, Gujarat ",Unjha,Mahesana,Gujarat,West,384170,Type A PL
Begusarai,Begusarai,Begusarai,Bihar,East,851101,Type B PL
Bhagalpur,Bhagalpur,Bhagalpur,Bihar,East,812001,Type B PL
Satna,Satna,Satna,Madhya Pradesh,West,485001,Type A PL
Ramgarh,Ramgarh,Hazaribag,Jharkhand,East,829122,Type A PL
Turamdih- 832107,Toramdih,Purbi Singhbhum,Jharkhand,East,832107,Type A PL
Jhalawar,Jhalawar,Jhalawar,Rajasthan,North,326001,Type B PL
Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,Uttar Pradesh,North,251001,Negative Location
Ramganj Mandi,Ramganj Mandi,Kota,Rajasthan,North,326519,Type A PL
Karimnagar,Karimnagar,Karimnagar,Telangana,South,505001,Type A PL
Anantapur Town,Anantapur ,Anantapur,Andhra Pradesh,South,515001,Type A PL
Tanuku,Tanuku,West Godavari,Andhra Pradesh,South,534211,Type B PL
Amalapuram,Amalapuram,East Godavari,Andhra Pradesh,South,533201,Type B PL
Kadi,Kadi,Mahesana,Gujarat,West,382715,Type A PL
Sultanpur,Sultanpur,Sultanpur,Uttar Pradesh,North,228001,Negative Location
Kunnamangalam,Kunnamangalam,Kozhikode,Kerala,South,673571,Type A PL
Sindhanur,Sindhanur,Raichur,Karnataka,South,584128,Type B PL
Mansa,Mansa,Mansa,Punjab,North,151505,Type B PL
Udhampur,Udhampur,Udhampur,Jammu & Kashmir,North,182101,Negative Location
Ferozpur City,Ferozpur,Ferozpur,Punjab,North,152002,Type B PL
Kapurthala,Kapurthala,Kapurthala,Punjab,North,144601,Type A PL
Mandi Gobindgarh,Gobindgarh,Fatehgarh Sahib,Punjab,North,147301,Type A PL
"Mandi, Himachal Pradesh ",Mandi,Mandi,Himachal Pradesh,North,175001,Type B PL
Himmatnagar,Himmatnagar,Sabar Kantha,Gujarat,West,383001,Type A PL
Surendranagar,Surendranagar,Surendranagar,Gujarat,West,363001,Negative Location
Bundi,Bundi,Bundi,Rajasthan,North,323001,Type A PL
Daman,Daman & Diu,Daman,Daman & Diu,West,396210,Type B PL
Thaltej,Thaltej,Ahmedabad,Gujarat,West,380054,Type A PL
Gulbarga,Gulbarga,Gulbarga,Karnataka,South,585103,Type A PL
Bardoli,Bardoli,Surat,Gujarat,West,394600,Type A PL
Angul,Angul,Angul,Orissa,East,759122,Type A PL
Bahadurgarh,Bahadurgarh,Jhajjar,Haryana,North,124507,Type A PL
Thalassery,Thalassery,Kannur,Kerala,South,670101,Negative Location
Gaya,Gaya,Gaya,Bihar,East,823001,Type B PL
Khurda,Khurda,Khurda,Orissa,East,752055,Type A PL
Buxar,Buxar,Buxar,Bihar,East,802101,Negative Location
Dahod,Dahod,Dahod,Gujarat,West,389151,Type B PL
Jagatsinghpur,Jagatsinghpur,Jagatsinghpur,Orissa,East,754103,Type B PL
Jharsuguda,Jharsuguda,Jharsuguda,Orissa,East,752055,Type A PL
Keonjhar,Keonjhar,Keonjhar,Orissa,East,758001,Type B PL
Gangtok,Gangtok,East Sikkim,Sikkim,East,737101,Type B PL
Agartala,Agartala,West Tripura,Tripura,East,799001,Type B PL
Maldah,Maldah,Maldah,West Bengal,East,732101,Type B PL
Jorhat,Jorhat,Jorhat,Assam,East,785001,Type B PL
Chas,Chas,Bokaro,Jharkhand,East,827013,Type B PL
Katras,Katras,Dhanbad,Jharkhand,East,828113,Type B PL
Dimapur,Dimapur,Dimapur,Nagaland,East,797112,Negative Location
Rajpura,Rajpura,Patiala,Punjab,North,140401,Type B PL
Bangarapet,Bangarapet,Kolar,Karnataka,South,563114,Type B PL
Kushalnagar,Kushalnagar,Kodagu,Karnataka,South,571234,Type B PL
Vidisha,Vidisha,Vidisha,Madhya Pradesh,West,464001,Type A PL
Sehore,Sehore,Sehore,Madhya Pradesh,West,466001,Type A PL
Raichur,Raichur,Raichur,Karnataka,South,584101,Type B PL
Ramchandrapuram,Ramchandrapuram,East Godavari,Andhra Pradesh,South,533255,Type B PL
Taraori,Taraori,Karnal,Haryana,North,132116,Type A PL
Gondal,Gondal,Rajkot,Gujarat,West,360311,Type A PL
Madekeri,Madekeri,Kodagu,Karnataka,South,571201,Type B PL
"Rohini Sec 9, New Delhi",New Delhi,Delhi,Delhi,North,110085,Type A PL
Hazaribag,Hazaribag,Hazaribag,Jharkhand,East,825301,Type B PL
Barwani,Barwani,Barwani,Madhya Pradesh,West,451551,Type B PL
Sinner,Sinner,Nasik,Maharashtra,West,422103,Type A PL
Lasalgaon,Lasalgaon,Nasik,Maharashtra,West,422306,Type B PL
Karad,Karad,Satara,Maharashtra,West,415110,Type B PL
Buldhana,Buldhana,Buldhana,Maharashtra,West,443001,Type B PL
Bhandara,Bhandara,Bhandara,Maharashtra,West,441904,Type B PL
Bavla,Bavla,Ahmedabad,Gujarat,West,382220,Type A PL
Deesa,Deesa,Banas Kantha,Gujarat,West,385535,Type A PL
Ambala Cantt.,Ambala Cantt.,Ambala,Haryana,North,133001,Type A PL
Baddi,Baddi,Solan,Himachal Pradesh,North,173205,Type A PL
Dharmshala,Dharmshala,Kangra,Himachal Pradesh,North,176215,Type B PL
Gurdaspur,Gurdaspur,Gurdaspur,Punjab,North,145406,Type B PL
Hamirpur,Hamirpur,Hamirpur,Himachal Pradesh,North,177001,Type B PL
Jind,Jind,Jind,Haryana,North,126102,Negative Location
Solan,Solan,Solan,Himachal Pradesh,North,173212,Type B PL
Tarn Taran,Tarn Taran,Amritsar,Punjab,North,145001,Type B PL
Una,Una,Una,Himachal Pradesh,North,173212,Type A PL
Zirakpur,Zirakpur,Patiala,Punjab,North,140603,Type A PL
Chakan,Chakan ,Pune,Maharashtra,West,410501,Type A PL
Bhiwadi,Bhiwadi,Alwar,Rajasthan,North,301019,Type A PL
Mandore Mandi,Mandore Mandi,Jodhpur,Rajasthan,North,342007,Type A PL
Chinndwara,Chinndwara,Chinndwara,Madhya Pradesh,West,480001,Negative Location
Dhar,Dhar,Dhar ,Madhya Pradesh,West,454001,Type B PL
Sidhi,Sidhi,Sidhi,Madhya Pradesh,West,486661,Negative Location
"Delhi Road, Moradabad",Moradabad,Moradabad,Uttar Pradesh,North,244001,Negative Location
Bara Banki,Bara Banki,Bara Banki,Uttar Pradesh,North,225001,Negative Location
Azamgarh,Azamgarh,Azamgarh,Uttar Pradesh,North,276001,Negative Location
Nagaur,Nagaur,Nagaur,Rajasthan,North,341001,Type B PL
Barnala,Barnala,Sangrur,Punjab,North,148101,Type A PL
Sholinganallur,Sholinganallur,Kancheepuram,Tamil Nadu,South,600119,Type A PL
Akola,"Akola, Maharashta",Akola,Maharashtra,West,444001,Type A PL
Shahapur,Shahapur,Gulbarga,Karnataka,South,585223,Type B PL
Haveri,Haveri,Haveri,Karnataka,South,581110,Type B PL
Kattappana,Kattappana,Idukki,Kerala,South,685508,Negative Location
Diamond Harbour,Diamond Harbour,South 24 Parganas,West Bengal,East,743331,Type A PL
Balangir,Bolangir,Balangir,Orissa,East,767001,Type B PL
Thiruvarur,Thiruvarur,Thiruvarur,Tamil Nadu,South,610001,Type A PL
Murshidabad,Murshidabad,Murshidabad,West Bengal,East,742149,Type B PL
Suri,Suri,Birbhum,West Bengal,East,731101,Type B PL
Virudhunagar,Virudhunagar ,Virudhunagar,Tamil Nadu,South,626001,Type B PL
Remuna,Remuna,Baleshwar,Orissa,East,756019,Type B PL
Sirsi,Sirsi,Uttar Kannad,Karnataka,South,581402,Type B PL
Bagalkot,Bagalkot,Bagalkote,Karnataka,South,587101,Type B PL
Rudrapur,Rudrapur,Udham Singh Nagar,Uttaranchal,North,263153,Type B PL
Jangareddygudem,Jangareddygudem,West Godavari,Andhra Pradesh,South,534447,Type B PL
Anakapalle,Anakapalle,Visakhapatnam,Andhra Pradesh,South,531001,Type B PL
Karnajora,Karnajora,Uttar Dinajpur,West Bengal,East,733130,Type B PL
"Peddar Road, Mumbai",Mumbai,Mumbai,Maharashtra,West,400026,Type A PL
Kandivali (W),Mumbai,Mumbai,Maharashtra,West,400067,Type A PL
"Prince Anwar Shah Road Branch, Kolkata",Kolkata,Kolkata,West Bengal,East,700045,Type A PL
"Nocil, Vashi",Navi Mumbai,Thane,Maharashtra,West,400701,Type A PL
"Basant Lok, New Delhi",New Delhi,Delhi,Delhi,North,110057,Type A PL
"Fancy Bazar, Guwahati",Guwahati,Kamrup,Assam,East,781001,Type A PL
"Midc, Andheri",Mumbai,Mumbai,Maharashtra,West,400093,Type A PL
Keelakarai,Keelakarai,Ramanathapuram,Tamil Nadu,South,623806,Type B PL
Mahalaxmi,Mumbai,Mumbai,Maharashtra,West,400011,Type A PL
"Vasant Kunj, New Delhi",New Delhi,Delhi,Delhi,North,110070,Type A PL
"Pragati Vihar, New Delhi",New Delhi,Delhi,Delhi,North,110003,Type A PL
Tripunithura,Tripunithura,Ernakulam,Kerala,South,682301,Type A PL
"Mansarovar, Jaipur",Jaipur,Jaipur,Rajasthan,North,302020,Type A PL
"Itpl, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560066,Type A PL
"Bangalore, Infosys",Bangalore,Bangalore Urban,Karnataka,South,560100,Type A PL
"Ropar, Punjab",Ropar,Rupnagar,Punjab,North,140001,Type A PL
"Khalsa College, Amritsar",Amritsar,Amritsar,Punjab,North,143001,Type A PL
"Laxmi Towers, Bandra Kurla Complex",Mumbai,Mumbai,Maharashtra,West,400051,Type A PL
"Bathinda, Military",Bhatinda,Bhatinda,Punjab,North,151005,Type A PL
"Infosys, Mangalore",Mangalore,Dakshin Kannad,Karnataka,South,575006,Type A PL
"Infosys, Mysore",Mysore,Mysore,Karnataka,South,575006,Type A PL
Udupi,Udupi,Udipi,Karnataka,South,576101,Type A PL
"Kuvempunagar, Mysore",Mysore,Mysore,Karnataka,South,570023,Type A PL
"St.Agnes, Mangalore",Mangalore,Dakshin Kannad,Karnataka,South,575002,Type A PL
Madurai-Anna Nagar,Madurai,Madurai,Tamil Nadu,South,625020,Type A PL
"Thiagarajar Engineer College,",Thiruparamkundram,Madurai,Tamil Nadu,South,625015,Type A PL
"Mahape, New Mumbai",Navi Mumbai,Thane,Maharashtra,West,400701,Type A PL
Chennai,Chennai ,Chennai,Tamil Nadu,South,600013,Type A PL
Pune-Kalyani Nagar,Pune,Pune,Maharashtra,West,411006,Type A PL
"Infosys, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500019,Type A PL
"Woraiyur, Trichy",Trichy,Tiruchirapalli,Tamil Nadu,South,620003,Type A PL
"Infosys Phase - 1, Pune",Pune,Pune,Maharashtra,West,411057,Type A PL
"Infosys Phase - 2, Pune",Pune,Pune,Maharashtra,West,411057,Type A PL
"Dwarka, New Delhi",New Delhi,Delhi,Delhi,North,110075,Type A PL
"Power Grid, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
"Mahindra World City, Chenglepet",Chengalpet,Kancheepuram,Tamil Nadu,South,603002,Type A PL
"Armenian Street, Chennai",Chennai ,Chennai,Tamil Nadu,South,600001,Type A PL
"Sector 33, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
"Kodambakkam, Chennai",Chennai ,Chennai,Tamil Nadu,South,600024,Type A PL
Ludhiana,Ludhiana,Ludhiana,Punjab,North,141010,Type A PL
"Fraser Road, Patna",Patna,Patna,Bihar,East,800001,Type A PL
"Tcs, Sholinganallur",Sholinganallur,Kancheepuram,Tamil Nadu,South,600119,Type A PL
Pune,Pune,Pune,Maharashtra,West,411013,Type A PL
"Isb Campus, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500019,Type A PL
Bangalore-Bommanhalli,Bangalore,Bangalore Urban,Karnataka,South,560068,Type A PL
Surat,Surat,Surat,Gujarat,West,395006,Type A PL
Bombay-Charkop Kandivali,Mumbai,Mumbai,Maharashtra,West,400067,Type A PL
Ahmedabad,Ahmedabad,Ahmedabad,Gujarat,West,380015,Type A PL
Coimbatore,Coimbatore,Coimbatore,Tamil Nadu,South,641004,Type A PL
"Chandanagar, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500050,Type A PL
Guntur,Guntur,Guntur,Andhra Pradesh,South,522003,Type A PL
"Hamidia Road, Bhopal",Bhopal,Bhopal,Madhya Pradesh,West,462011,Type A PL
"Indira Nagar, Lucknow",Lucknow,Lucknow,Uttar Pradesh,North,226016,Type A PL
Jajpur Road,Jajpur,Jajpur,Orissa,East,755019,Type A PL
Kurukshetra,Kurukshetra,Kurukshetra,Haryana,North,136118,Type A PL
Lonavala-Khandala,Lonavala,Pune,Maharashtra,West,410401,Negative Location
"Malakpet, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500036,Type A PL
Midnapur,Midanur,Paschim Medinipur,West Bengal,East,721101,Type B PL
"Mindspace, Madhapur, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500081,Type A PL
Nalgonda,Nalgonda,Nalgonda,Telangana,South,508001,Type B PL
"Naubasta, Kanpur",Kanpur,Kanpur Nagar,Uttar Pradesh,North,208021,Type A PL
"Old Madras Road, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560092,Type A PL
Palanpur,Palanpur,Banas Kantha,Gujarat,West,385001,Type A PL
Ramanattukara Kallai,Kallai,Kozhikode,Kerala,South,673001,Type A PL
"Sahakar Nagar, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560008,Type A PL
"Sakchi, Jamshedpur",Jamshedpur,Purbi Singhbhum,Jharkhand,East,831001,Type A PL
Alappuzha,Alappuzha,Alapuzha,Kerala,South,688001,Negative Location
"Ambattur, Tamil Nadu",Ambattur,Thiruvallur,Tamil Nadu,South,600058,Type A PL
Amritsar,Amritsar,Amritsar,Punjab,North,143001,Type A PL
Balasore,Balasore,Baleshwar,Orissa,East,756001,Type B PL
"Cyber Green, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122002,Type A PL
Gudivada,Gudivada,Krishna,Andhra Pradesh,South,521301,Type B PL
Jalandhar,Jalandhar,Jalandhar,Punjab,North,144004,Type A PL
Davangere,Davangere,Davangere,Karnataka,South,577004,Type B PL
"Infosys, Sholinganallur",Sholinganallur,Kancheepuram,Tamil Nadu,South,600119,Type A PL
Washim,Washim,Washim,Maharashtra,West,444505,Negative Location
"Razabazaar, Patna",Patna,Patna,Bihar,East,800014,Type A PL
Adilabad,Adilabad,Adilabad,Telangana,South,504001,Negative Location
Mancherial,Mancherial,Adilabad,Telangana,South,504206,Type B PL
Silchar,"Silchar, Cachar Dist.",Cachar,Assam,East,780005,Type B PL
Karimganj,"Karimganj, Karimganj Dist",Karimkanj,Assam,East,788710,Negative Location
Sibsagar,"Sibsagar, Sibsagar Dist",Sibsagar,Assam,East,785640,Type B PL
Arrah,Arrah,Bhojpur,Bihar,East,802301,Negative Location
Durg,Durg,Durg,Chhattisgarh,East,491001,Type B PL
Rajnandgaon,Rajnandgaon,Rajnandgaon,Chhattisgarh,East,491441,Type B PL
"New C. G.Road, Ahmedabad",Ahmedabad,Ahmedabad,Gujarat,West,382424,Type A PL
Rewari,Rewari,Rewari,Haryana,North,123401,Type A PL
Gohana,Gohana,Sonipat,Haryana,North,131301,Negative Location
Nahan,Nahan,Sirmaur,Himachal Pradesh,North,173001,Type B PL
Deogarh,Deogarh,Deoghar,Jharkhand,East,814112,Negative Location
Dumka,Dumka,Dumka,Jharkhand,East,814101,Type B PL
Giridih,Giridih,Giridih,Jharkhand,East,815301,Type B PL
Godda,Godda,Godda,Jharkhand,East,814133,Type B PL
Gumla,Gumla,Gumla,Jharkhand,East,835207,Type B PL
Chaibasa,Chaibasa,Paschimi Singhbhum,Jharkhand,East,833201,Type B PL
Ottapalam,Ottapalam,Palakkad,Kerala,South,679101,Type B PL
Tura,Tura,West Garo Hills,Meghalaya,East,784001,Negative Location
Bargarh,Bargarh,Bargarh,Orissa,East,768028,Type B PL
Parlakhemundi,Parlakhemundi,Gajapati,Orissa,East,761200,Type B PL
Kendrapara,Kendrapara,Kendrapara,Orissa,East,754211,Type B PL
Barbil,Barbil,Keonjhar,Orissa,East,758035,Type B PL
Jeypur,Jeypur,Koraput,Orissa,East,764001,Type B PL
"Brs Nagar, Ludhiana",Ludhiana,Ludhiana,Punjab,North,141012,Type A PL
Baran,Baran,Baran,Rajasthan,North,325205,Type B PL
Balotra,Balotra,Barmer,Rajasthan,North,344022,Type B PL
Chittaurgarh,Chittaurgarh,Chittaurgarh,Rajasthan,North,312001,Type A PL
Churu,Churu,Churu,Rajasthan,North,331001,Type B PL
Bassi,Bassi,Jaipur,Rajasthan,North,303301,Negative Location
Chomu,Chomu,Jaipur,Rajasthan,North,303702,Type A PL
"Vidhyadhar Nagar, Jaipur",Jaipur,Jaipur,Rajasthan,North,302012,Type A PL
Kotputli,Kotputli,Jaipur,Rajasthan,North,303108,Type B PL
Jalor,Jalor,Jalore,Rajasthan,North,343001,Type B PL
Pali,Pali,Pali,Rajasthan,North,306401,Type A PL
Rajsamand,Rajsamand,Rajsamand,Rajasthan,North,313326,Type A PL
Sawai Madhopur,Sawai Madhopur,Sawai Madhopur,Rajasthan,North,322001,Type B PL
Sikar,Sikar,Sikar,Rajasthan,North,332001,Type A PL
Avinashi,Avinashi,Coimbatore,Tamil Nadu,South,641654,Type A PL
"Tagore Town, Allahabad  ",Allahabad,Allahabad,Uttar Pradesh,North,211002,Type A PL
Ballia,Ballia,Ballia,Uttar Pradesh,North,277001,Negative Location
Basti,Basti,Basti,Uttar Pradesh,North,272001,Negative Location
Chandpur,Chandpur,Bijnor,Uttar Pradesh,North,246725,Negative Location
Deoria,Deoria,Deoria,Uttar Pradesh,North,274001,Negative Location
Hardoi,Hardoi,Hardoi,Uttar Pradesh,North,241001,Negative Location
Mau,Mau,Mau,Uttar Pradesh,North,275101,Negative Location
"Pallavpuram, Meerut",Meerut,Meerut,Uttar Pradesh,North,250110,Type A PL
Shamli,Shamli,Muzaffarnagar,Uttar Pradesh,North,247776,Negative Location
Rampur,"Rampur, Up",Rampur,Uttar Pradesh,North,244901,Negative Location
Koch Bihar,Koch Bihar,Koch Bihar,West Bengal,East,736101,Type B PL
Guntakal,Guntakal,Anantapur,Andhra Pradesh,South,515801,Type B PL
Hindupur,Hindupur,Anantapur,Andhra Pradesh,South,515201,Negative Location
Madanapalle,Madanapalle,Chittoor,Andhra Pradesh,South,517325,Type B PL
Cuddappah,Cuddappah,Cuddapah,Andhra Pradesh,South,516001,Negative Location
Proddatur,Proddatur,Cuddapah,Andhra Pradesh,South,516361,Type B PL
Rajampet,Rajampet,Cuddapah,Andhra Pradesh,South,516115,Negative Location
Anaparthi,Anaparthi,East Godavari,Andhra Pradesh,South,533342,Type B PL
Peddapuram,Peddapuram,East Godavari,Andhra Pradesh,South,533437,Type B PL
Narasaroapet,Narasaroapet,Guntur,Andhra Pradesh,South,522601,Type A PL
"Srinagar Colony, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500073,Type A PL
"Diamond Point, Hyderabad",Hyderabad,Hyderabad,Telangana,South,500009,Type A PL
Jangaon (Godavarikhani),Jangaon (Godavarikhani),Karimnagar,Telangana,South,505215,Negative Location
Peddapalli,Peddapalli,Karimnagar,Telangana,South,505172,Type A PL
Khammam,Khammam,Khammam,Telangana,South,507002,Type A PL
Kothagudem,Kothagudem,Khammam,Telangana,South,507101,Type B PL
Kanchika Charla,Kanchika Charla,Krishna,Andhra Pradesh,South,521180,Type A PL
Adoni,Adoni,Kurnool,Andhra Pradesh,South,518301,Type B PL
Nandyal,Nandyal,Kurnool,Andhra Pradesh,South,518501,Negative Location
Mahbubnagar,Mahbubnagar,Mahbubnagar,Telangana,South,509001,Type B PL
Medak,Medak,Medak,Telangana,South,502110,Type A PL
"Siddipet, Andhra Pradesh",Siddipet,Medak,Telangana,South,502103,Negative Location
Gudur,Gudur,Nellore,Andhra Pradesh,South,524101,Type B PL
Kavali,Kavali,Nellore,Andhra Pradesh,South,524201,Type B PL
Naidupet,Naidupet,Nellore,Andhra Pradesh,South,524126,Type B PL
Armoor,Armoor,Nizamabad,Telangana,South,503224,Type B PL
Kamareddy,Kamareddy,Nizamabad,Telangana,South,503111,Type A PL
Kandukur,Kandukur,Prakasam,Andhra Pradesh,South,523102,Type B PL
Kanigiri,Kanigiri,Prakasam,Andhra Pradesh,South,523230,Type B PL
Palasa,Palasa,Srikakulam,Andhra Pradesh,South,532221,Type B PL
Srikakulam,Srikakulam,Srikakulam,Andhra Pradesh,South,532001,Type B PL
Parvathipuram,Parvathipuram,Vizianagaram,Andhra Pradesh,South,532501,Type B PL
Vizianagaram,Vizianagaram,Vizianagaram,Andhra Pradesh,South,535001,Type A PL
Jangaon,Jangaon,Warangal,Telangana,South,506167,Negative Location
Bhimavaram,Bhimavaram,West Godavari,Andhra Pradesh,South,534202,Type A PL
Palacole,Palacole,West Godavari,Andhra Pradesh,South,534260,Type A PL
Itanagar,Itanagar,Papumpare,Arunachal Pradesh,East,791111,Negative Location
Nagaon,"Nagaon, Nagaon Dist",Nagaon,Assam,East,781002,Negative Location
Bongaigaon,"Bongaigaon, Bongaigaon Dist",Bongaigaon,Assam,East,783380,Type B PL
Tezpur,"Tezpur, Sonitpur Dist",Sonitpur,Assam,East,784001,Type B PL
Gopalganj,Gopalganj,Gopalganj,Bihar,East,841428,Negative Location
Bettiah,Bettiah,Paschimi Champaran,Bihar,East,845438,Negative Location
Purnia,Purnia,Purnia,Bihar,East,854301,Negative Location
"Najafgarh, New Delhi",New Delhi,Delhi,Delhi,North,110043,Type A PL
"Lajpat Nagar, New Delhi",New Delhi,Delhi,Delhi,North,110024,Type A PL
"New Rohtak Rd., New Delhi",New Delhi,Delhi,Delhi,North,110005,Type A PL
"Okhla, New Delhi",New Delhi,Delhi,Delhi,North,110020,Type A PL
"Gujrawala Town, New Delhi",New Delhi,Delhi,Delhi,North,110009,Type A PL
Ghaziabad,Ghaziabad,Ghaziabad,Uttar Pradesh,North,201010,Type A PL
"East Of Kailash, New Delhi",New Delhi,Delhi,Delhi,North,110019,Type A PL
"C R Park, New Delhi",New Delhi,Delhi,Delhi,North,110019,Type A PL
"Ip Extn, New Delhi",New Delhi,Delhi,Delhi,North,110092,Type A PL
"Desh Bandhu Gupta Road, New Delhi",New Delhi,Delhi,Delhi,North,898737,Type A PL
"Saraswati Vihar, New Delhi",New Delhi,Delhi,Delhi,North,110034,Type A PL
Amreli,Amreli,Amreli,Gujarat,West,365612,Negative Location
"Airport Road, Jamnagar",Jamnagar,Jamnagar,Gujarat,West,361002,Type A PL
Mundra,Mundra,Kachchh,Gujarat,West,370421,Type A PL
"Gondal Road, Rajkot",Rajkot,Rajkot,Gujarat,West,360005,Type A PL
Bhiwani,Bhiwani,Bhiwani,Haryana,North,127021,Negative Location
Pehowa,Pehowa,Kurukshetra,Haryana,North,136128,Type B PL
Shahbad,Shahbad,Kurukshetra,Haryana,North,135136,Type A PL
Sampla,Sampla,Rohtak,Haryana,North,124501,Negative Location
Sirsa,Sirsa,Sirsa,Haryana,North,125055,Type B PL
Palwal,Palwal,Faridabad,Haryana,North,121102,Type B PL
"Bilaspur, Himachal Pradesh",Bilaspur,Bilaspur,Himachal Pradesh,North,174001,Type A PL
Kullu,Kullu,Kulu,Himachal Pradesh,North,175101,Negative Location
Daltonganj,Daltonganj,Palamau,Jharkhand,East,822101,Type B PL
Bidar,Bidar,Bidar,Karnataka,South,585403,Type B PL
Chikmagalur,Chikmagalur,Chikmagalur,Karnataka,South,577101,Type B PL
"Mary Land Corner, Sion",Mumbai,Mumbai,Maharashtra,West,400022,Type A PL
Mandya,Mandya,Mandya,Karnataka,South,571401,Negative Location
Angamaly,Angamaly,Ernakulam,Kerala,South,683572,Type B PL
Perumbavoor,Perumbavoor,Ernakulam,Kerala,South,683542,Negative Location
Thodupuzha,Thodupuzha,Idukki,Kerala,South,685584,Type B PL
Payyannur,Payyannur,Kannur,Kerala,South,670307,Type B PL
Kanjirappally,Kanjirappally,Kottayam,Kerala,South,686507,Type A PL
Perambra,Perambra,Kozhikode,Kerala,South,673001,Negative Location
Ramanattukara ,Ramanattukara,Kozhikode,Kerala,South,673633,Type A PL
Malappuram,Malappuram,Malappuram,Kerala,South,676519,Type A PL
Nilambur,Nilambur,Malappuram,Kerala,South,679329,Type B PL
Adoor,Adoor,Pathanamthitta,Kerala,South,691523,Type B PL
Attingal,Attingal,Thiruvananthapuram,Kerala,South,695101,Type A PL
Neyyanttinkkara,Neyyanttinkkara,Thiruvananthapuram,Kerala,South,695121,Type A PL
Chalakudy,Chalakudy,Thrissur,Kerala,South,680307,Type B PL
Guruvayur,Guruvayur,Thrissur,Kerala,South,680101,Type B PL
Kunnamkulam,Kunnamkulam,Thrissur,Kerala,South,680503,Negative Location
Kalpetta,Kalpetta,Wayanad,Kerala,South,673121,Negative Location
Damoh,Damoh,Damoh,Madhya Pradesh,West,470661,Negative Location
Dewas,Dewas,Dewas,Madhya Pradesh,West,455001,Type A PL
